Time,Altitude,Azimuth,Elevation
2025-05-03 06:10:10.367269+00:00,100.10000003838819,166.33197711034995,3.102083800263762
2025-05-03 06:10:11.704428+00:00,99.3965964362556,166.29448114373122,3.190058699209697
2025-05-03 06:10:13.041587+00:00,98.6938302058056,166.256080190773,3.279136266757795
2025-05-03 06:10:14.378746+00:00,97.99182434509416,166.2167486955044,3.3693719487656058
2025-05-03 06:10:15.715905+00:00,97.29045442754496,166.17643585297947,3.4607980750121157
2025-05-03 06:10:17.053064+00:00,96.58975882444345,166.13510349245666,3.55346585467337
2025-05-03 06:10:18.390223+00:00,95.88983173079882,166.0927193523287,3.6474357845940766
2025-05-03 06:10:19.727382+00:00,95.19055257121194,166.04922601033036,3.7427480771362367
2025-05-03 06:10:21.064541+00:00,94.49196157505642,166.00457874427582,3.839462481627913
2025-05-03 06:10:22.401700+00:00,93.79414298919868,165.95873699457184,3.937647190510992
2025-05-03 06:10:23.738860+00:00,93.09699867135473,165.91163517987286,4.037353602575555
2025-05-03 06:10:25.076019+00:00,92.40056212956458,165.86322061683518,4.13865118529536
2025-05-03 06:10:26.413178+00:00,91.70491287384554,165.81344291675464,4.2416179832137475
2025-05-03 06:10:27.750337+00:00,91.00995022813231,165.76222610998138,4.346317152608209
2025-05-03 06:10:29.087496+00:00,90.31572688598558,165.70950732711253,4.452832058607049
2025-05-03 06:10:30.424655+00:00,89.6223006158853,165.6552242612969,4.561251725212181
2025-05-03 06:10:31.761814+00:00,88.92959038982447,165.59928819237598,4.671655552175034
2025-05-03 06:10:33.098973+00:00,88.23763142498582,165.54162387690303,4.784140519314673
2025-05-03 06:10:34.436132+00:00,87.54649768170901,165.48215356652418,4.89881265625288
2025-05-03 06:10:35.773292+00:00,86.85610002373718,165.42077277661065,5.015768906061809
2025-05-03 06:10:37.110451+00:00,86.16649290079809,165.35739050557697,5.135126286003152
2025-05-03 06:10:38.447610+00:00,85.47773730775248,165.29191023773183,5.257009076729237
2025-05-03 06:10:39.784769+00:00,84.78974899883289,165.22420715511373,5.38153764883699
2025-05-03 06:10:41.121928+00:00,84.10259555823728,165.15417035366067,5.508852705971989
2025-05-03 06:10:42.459087+00:00,83.41633412517514,165.08167953903603,5.639102115510045
2025-05-03 06:10:43.796246+00:00,82.73088269360177,165.00658450826222,5.772435247091363
2025-05-03 06:10:45.133405+00:00,82.04632236772403,164.92874911435547,5.909021211612858
