Time,Altitude,Azimuth,Elevation
2026-05-19 06:10:10.678761+00:00,100.10000011042506,166.43150539065698,2.8803653872962314
2026-05-19 06:10:12.011532+00:00,99.39662107501272,166.3969449943619,2.9653151519658505
2026-05-19 06:10:13.344303+00:00,98.69496796522196,166.36157531117055,3.0513420380113985
2026-05-19 06:10:14.677074+00:00,97.99451349638682,166.32536736655015,3.1384508304634116
2026-05-19 06:10:16.009845+00:00,97.2936474875398,166.288296195533,3.2265710795550944
2026-05-19 06:10:17.342616+00:00,96.59492385781556,166.25031394992845,3.3159220334531203
2026-05-19 06:10:18.675387+00:00,95.895919211586,166.21139631535266,3.406378940071511
2026-05-19 06:10:20.008157+00:00,95.19689906205517,166.17150342676564,3.4980048213684354
2026-05-19 06:10:21.340929+00:00,94.49901360796113,166.13058818951095,3.590931319044726
2026-05-19 06:10:22.673699+00:00,93.80224420116004,166.08860746179346,3.6852100932561216
2026-05-19 06:10:24.006470+00:00,93.1061999517111,166.04551813376122,3.7808676132775463
2026-05-19 06:10:25.339241+00:00,92.41180789793934,166.00126662382945,3.8780330634150477
2026-05-19 06:10:26.672012+00:00,91.71659170786384,165.955816496843,3.9765767198726465
2026-05-19 06:10:28.004783+00:00,91.02298399817384,165.90909981422556,4.076750923504613
2026-05-19 06:10:29.337554+00:00,90.3300650448706,165.8610642402839,4.178552731803319
2026-05-19 06:10:30.670325+00:00,89.6372559612589,165.81165386098223,4.2820062596777415
2026-05-19 06:10:32.003095+00:00,88.94584162589722,165.7607961703511,4.387292748814
2026-05-19 06:10:33.335866+00:00,88.25491898078937,165.70842927658964,4.494418656099272
2026-05-19 06:10:34.668637+00:00,87.56501384763047,165.65447676791985,4.603513842148293
2026-05-19 06:10:36.001408+00:00,86.8750907101538,165.59886979748467,4.714578404867877
2026-05-19 06:10:37.334179+00:00,86.18719438233227,165.54151250541918,4.827889199534936
2026-05-19 06:10:38.666950+00:00,85.49940128918179,165.48233076154338,4.943377644431971
2026-05-19 06:10:39.999721+00:00,84.81220279431808,165.4212294083011,5.0611947349859445
2026-05-19 06:10:41.332492+00:00,84.1263995042108,165.35810343579783,5.181531200820188
2026-05-19 06:10:42.665262+00:00,83.4410582849104,165.2928541267994,5.304421254089073
2026-05-19 06:10:43.998033+00:00,82.75674967805017,165.22536571968828,5.430049703981802
2026-05-19 06:10:45.330804+00:00,82.07343998377584,165.1555176011551,5.558552843829656
2026-05-19 06:10:46.663575+00:00,81.39083417201974,165.08318464594913,5.690047430398471
2026-05-19 06:10:47.996346+00:00,80.70923429926299,165.00822656074774,5.82472175892954
2026-05-19 06:10:49.329117+00:00,80.02850049492717,164.9304983070257,5.9627279581899835
2026-05-19 06:10:50.661888+00:00,79.34882353038714,164.84983936883964,6.104265356458424
2026-05-19 06:10:51.994659+00:00,78.67010514987446,164.76608306729565,6.24951384989167
2026-05-19 06:10:53.327430+00:00,77.99242867748812,164.6790451570398,6.398687085953015
2026-05-19 06:10:54.660200+00:00,77.3159386355253,164.58852980736492,6.552021120143043
2026-05-19 06:10:55.992971+00:00,76.64040242906101,164.49432885798456,6.709720963036446
2026-05-19 06:10:57.325742+00:00,75.96625814521872,164.3962094620474,6.872093224198196
2026-05-19 06:10:58.658513+00:00,75.29324436230212,164.29393186560787,7.039372402353963
2026-05-19 06:10:59.991284+00:00,74.6214091936769,164.18723150277674,7.2118539355987545
2026-05-19 06:11:01.324055+00:00,73.95095879332722,164.07582083636908,7.389889774261552
2026-05-19 06:11:02.656826+00:00,73.281836308185,163.95938953367136,7.573815011091212
2026-05-19 06:11:03.989596+00:00,72.61400329293404,163.8376000000742,7.763996639931775
2026-05-19 06:11:05.322367+00:00,71.94758919644728,163.71007829001064,7.960864556229101
2026-05-19 06:11:06.655138+00:00,71.28252606448159,163.57642159730926,8.164851732531687
2026-05-19 06:11:07.987909+00:00,70.61885553995799,163.4361939837977,8.376431692661368
2026-05-19 06:11:09.320680+00:00,69.95668345254288,163.28891605826834,8.59613121149043
2026-05-19 06:11:10.653451+00:00,69.29598818488606,163.13406399338874,8.824505490960869
2026-05-19 06:11:11.986222+00:00,68.63680259165633,162.97106221286356,9.06216840171851
2026-05-19 06:11:13.318993+00:00,67.97927984038368,162.79928301491555,9.30979323799243
2026-05-19 06:11:14.651763+00:00,67.32343121119588,162.61804251449325,9.568081999759466
2026-05-19 06:11:15.984534+00:00,66.66935752901063,162.42658256151208,9.837823578254236
2026-05-19 06:11:17.317305+00:00,66.01726684266329,162.22408575332565,10.119865505846038
2026-05-19 06:11:18.650076+00:00,65.3673306661453,162.00966058889958,10.41510656765619
2026-05-19 06:11:19.982847+00:00,64.71968056471646,161.78232236845133,10.724533520721463
